id	ATC	Laboratorio	Forma	Nombre local	País	generic_name	Vía	commercial_name	presentation
11643	D10AD03	['LABORATORIO ELEA PHOENIX S.A.']	['gel cutáneo']	ADERMICINA ANTI-ACNE 0,1 % Gel.	['Argentina']	Adapaleno	['vía tópica']	ADERMICINA ANTI-ACNE	0,1 % Gel.
11644	J01XB01	['LABORATORIO INTERNACIONAL ARGENTINO S.A.']	['polvo y disolvente para solución inyectable']	NOLISIM 100 mg/2 ml Polvo y disolv. para sol. iny.	['Argentina']	Colistina	['intramuscular']	NOLISIM	100 mg/2 ml Polvo y disolv. para sol. iny.
11645	D10AE01	['GALDERMA ARGENTINA S.A.']	['gel']	BENZIHEX AC 5 g/100 g Gel	['Argentina']	Peróxido de benzoilo	['vía tópica']	BENZIHEX AC	5 g/100 g Gel
11646	J01FA10	['SANT GALL FRIBURG Q.C.I.S.R.L.']	['polvo para suspensión oral']	AZITROGAL 200 mg/5 ml	['Argentina']	Azitromicina	['oral']	AZITROGAL	200 mg/5 ml
11647	J01DH02	['NORGREEN S.A.']	['polvo para solución inyectable']	MEROPENEM NORGREEN 500 mg Polvo para sol. iny.	['Argentina']	Meropenem	['intravenosa']	MEROPENEM NORGREEN	500 mg Polvo para sol. iny.
11648	C10AA07	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['comprimido recubierto']	TURBULINA 20 20 mg Comp. recub.	['Argentina']	Rosuvastatina	['oral']	TURBULINA	20 20 mg Comp. recub.
11649	L01EA02	['LABORATORIO KEMEX S.A.']	['comprimido recubierto']	FROXAL 100 mg Comp. recub.	['Argentina']	Dasatinib	['oral']	FROXAL	100 mg Comp. recub.
11650	A03FA01	['INSTITUTO BIOLOGICO ARGENTINO S.A.I.C.']	['solución inyectable']	METOCLOPRAMIDA BIOL 10 mg/2 ml Sol. iny.	['Argentina']	Metoclopramida	['intramuscular']	METOCLOPRAMIDA BIOL	10 mg/2 ml Sol. iny.
11651	H01AC01	['NOVARTIS ARGENTINA S.A.']	['solución inyectable']	OMNITROPE 5 mg/1,5 ml Sol. iny.	['Argentina']	Somatropina	['intramuscular']	OMNITROPE	5 mg/1,5 ml Sol. iny.
11652	J01DB05	['LABORATORIO PABLO CASSARA S.R.L.']	['comprimido']	CEFADROX 500 mg Comp.	['Argentina']	Cefadroxilo	['oral']	CEFADROX	500 mg Comp.
11653	C07AG02	['BALIARDA S.A.']	['comprimido']	BIDECAR 3,125 mg Comp.	['Argentina']	Carvedilol	['oral']	BIDECAR	3,125 mg Comp.
11654	B01AB02	['BIOFACTOR S.A.']	['polvo y disolvente para solución para perfusión']	AT III KEDRION 1000 UI/20 ml Polvo y disolv. para sol. para perfus.	['Argentina']	Antitrombina III	['intravenosa']	AT III KEDRION	1000 UI/20 ml Polvo y disolv. para sol. para perfus.
11655	N04BC07	['CELNOVA ARGENTINA S.A.']	['solución inyectable']	APOKINON STYLO 30 mg/3 ml Sol. iny.	['Argentina']	Apomorfina	['subcutánea']	APOKINON STYLO	30 mg/3 ml Sol. iny.
11656	D01AC52	['LABORATORIOS ANDROMACO S.A.I.C.E.I.']	['pomada']	DERALBINE POMADA 0,25 g/15 g/100 g Pom.	['Argentina']	Miconazol, asociaciones	['cutáneo']	DERALBINE POMADA	0,25 g/15 g/100 g Pom.
11657	J01DD04	['KILAB S.R.L.']	['polvo y disolvente para solución inyectable']	BIOTERAL 1000 mg Polvo y disolv. para sol. iny.	['Argentina']	Ceftriaxona	['intramuscular']	BIOTERAL	1000 mg Polvo y disolv. para sol. iny.
11658	D04AA P1	['BIOSINTEX S.A.']	['loción']	IRRICUTAN 8,1 g/1 g/100 g Loción tópica	['Argentina']	Difenhidramina, asociaciones tópicas	['cutáneo']	IRRICUTAN	8,1 g/1 g/100 g Loción tópica
11659	131 I), para diagnóstico	['TECNONUCLEAR S.A.']	['solución inyectable']	TECNONUCLEAR MIBG-I-131 1 mg Sol. iny.	['Argentina']	Iobenguano	['intravenosa']	TECNONUCLEAR	MIBG-I-131 1 mg Sol. iny.
11660	D10AD03	['PANALAB S.A. ARGENTINA']	['gel cutáneo']	PANALENE 0,1 g/100 g Gel dérmico	['Argentina']	Adapaleno	['cutáneo']	PANALENE	0,1 g/100 g Gel dérmico
11661	A11DB P1	['LABORATORIOS BAGO S.A.']	['polvo y disolvente para solución inyectable']	BAGO B1 B6 B12 10000 10000 mcg/200 mg/100 mg Polvo y disolv. para sol. iny.	['Argentina']	Vitamina B1 + Vitamina B6 + Vitamina B12	['intramuscular']	BAGO	B1 B6 B12 10000 10000 mcg/200 mg/100 mg Polvo y disolv. para sol. iny.
11662	H02AB02	['LABORATORIOS DUNCAN S.A.']	['solución inyectable']	RUPEDEX 4 mg/1 ml Sol. iny.	['Argentina']	Dexametasona	['intramuscular']	RUPEDEX	4 mg/1 ml Sol. iny.
11663	L02BX03	['LABORATORIOS ASPEN S.A.']	['comprimido']	TEBIRAN 250 mg Comp.	['Argentina']	Abiraterona	['oral']	TEBIRAN	250 mg Comp.
11664	M01AB15	['LABORATORIOS VENT 3 S.R.L.']	['comprimido recubierto']	KETOROLAC VENT 20 mg Comp. recub.	['Argentina']	Ketorolaco	['oral']	KETOROLAC VENT	20 mg Comp. recub.
11665	N04BA03 P1	['NOVARTIS ARGENTINA S.A.']	['comprimido recubierto']	STALEVO 75 75 mg/18,75 mg/200 mg Comp. recub.	['Argentina']	Levodopa + carbidopa + entacapona	['oral']	STALEVO	75 75 mg/18,75 mg/200 mg Comp. recub.
11666	C07AA05	['GADOR S.A.']	['comprimido']	PROPRANOLOL GADOR 40 mg Comp.	['Argentina']	Propranolol	['oral']	PROPRANOLOL GADOR	40 mg Comp.
11667	P02CA03	['LAFEDAR S.A.']	['suspensión oral']	VERMIZOLE 400 mg/10 ml Susp. oral	['Argentina']	Albendazol	['oral']	VERMIZOLE	400 mg/10 ml Susp. oral
11668	N02BF02	['GADOR S.A.']	['cápsula dura']	GAVIN 25 25 mg Cáps. dura	['Argentina']	Pregabalina	['oral']	GAVIN	25 25 mg Cáps. dura
11669	A02BC05	['LABORATORIOS BETA S.A.']	['comprimido recubierto gastrorresistente']	ULTREX 20 mg Comp. recub. gastrorr.	['Argentina']	Esomeprazol	['oral']	ULTREX	20 mg Comp. recub. gastrorr.
11670	N03AX18	['MONTE VERDE S.A.']	['comprimido recubierto']	LACOTEM 100 mg Comp. recub.	['Argentina']	Lacosamida	['oral']	LACOTEM	100 mg Comp. recub.
11671	N05AE05	['SIEGFRIED S.A.']	['comprimido recubierto']	LURAP 80 mg Comp. recub.	['Argentina']	Lurasidona	['oral']	LURAP	80 mg Comp. recub.
11672	N02BE51 P7	['LABORATORIO OMICRON S.A.']	['comprimido']	REANIMA 50 mg/500 mg Comp.	['Argentina']	Paracetamol + cafeína	['oral']	REANIMA	50 mg/500 mg Comp.
11673	A10BA02	['IVAX ARGENTINA S.A.']	['comprimido de liberación prolongada']	MECTIN XR 500 mg Comp. LP	['Argentina']	Metformina	['oral']	MECTIN XR	500 mg Comp. LP
11674	C07AB12	['IVAX ARGENTINA S.A.']	['comprimido']	SYNCROCOR 10 mg Comp.	['Argentina']	Nebivolol	['oral']	SYNCROCOR	10 mg Comp.
11675	L01BC05	['MONTE VERDE S.A.']	['liofilizado para solución inyectable']	GEMTRO 200 mg Polvo liof. para sol. iny.	['Argentina']	Gemcitabina	['intravenosa']	GEMTRO	200 mg Polvo liof. para sol. iny.
11676	A06AX05	['QUIMICA ARISTON S.A.I.C.I.F.']	['comprimido recubierto']	PRUXAN 2 mg Comp. recub.	['Argentina']	Prucaloprida	['oral']	PRUXAN	2 mg Comp. recub.
11677	J01XX08	['PFIZER S.R.L.']	['comprimido recubierto']	ZYVOX 600 mg Comp. recub.	['Argentina']	Linezolid	['oral']	ZYVOX	600 mg Comp. recub.
11678	R01AD05	['LABORATORIO PABLO CASSARA S.R.L.']	['solución para pulverización nasal']	HYPERSOL B 100 mcg/1 dosis Spray nasal	['Argentina']	Budesónida nasal	['nasal']	HYPERSOL B	100 mcg/1 dosis Spray nasal
11679	C10BA02	['ORGANON ARGENTINA S.R.L.']	['comprimido']	VYTORIN 10 mg/20 mg Comp.	['Argentina']	Simvastatina y ezetimiba	['oral']	VYTORIN	10 mg/20 mg Comp.
11680	R05FB02	['LABORATORIO FECOFAR DE LA FEDERACION ARGENTINA DE COOPERATIVAS FARMACEUTICAS COOP. LTDA.']	['jarabe']	PECTORAL HEBERT JARABE PEDIATRICO 20 mg/140 mg/100 ml Jarabe	['Argentina']	Supresores de la tos y expectorantes	['oral']	PECTORAL HEBERT	JARABE PEDIATRICO 20 mg/140 mg/100 ml Jarabe
11681	J01XA02	['LABORATORIOS RICHET S.A.']	['polvo y disolvente para solución inyectable']	TEICOPLANINA RICHET 400 mg Polvo y disolv. para sol. iny.	['Argentina']	Teicoplanina	['intramuscular']	TEICOPLANINA RICHET	400 mg Polvo y disolv. para sol. iny.
11682	C02KX02	['LABORATORIO LKM S.A.']	['comprimido recubierto']	NEWAY 10 mg Comp. recub.	['Argentina']	Ambrisentán	['oral']	NEWAY	10 mg Comp. recub.
11683	B05BA02	['FRESENIUS KABI S.A.']	['emulsión inyectable']	LIPOVENOS MCT 100 g/12 g/100 g/1000 ml Emulsión iny.	['Argentina']	Emulsiones grasas	['intravenosa']	LIPOVENOS MCT	100 g/12 g/100 g/1000 ml Emulsión iny.
11684	D07AC01	['LABORATORIOS SZAMA S.A.']	['crema dérmica']	TRANSDERMA B 0,1 g/100 g Crema dérmica	['Argentina']	Betametasona tópica	['cutáneo']	TRANSDERMA B	0,1 g/100 g Crema dérmica
11685	G03FA17 P1	['GADOR S.A.']	['comprimido recubierto']	GADOFEM 2 mg/1 mg Comp. recub.	['Argentina']	Estradiol + drospirenona	['oral']	GADOFEM	2 mg/1 mg Comp. recub.
11686	N05BA12	['LABORATORIOS BAGO S.A.']	['comprimido sublingual']	TRANQUINAL 0,5 mg Comp. sublingual	['Argentina']	Alprazolam	['oral']	TRANQUINAL	0,5 mg Comp. sublingual
11687	J01CR02 P1	['SIEGFRIED S.A.']	['polvo para suspensión oral']	GRINSIL CLAV DUO 400 mg/57 mg/5 ml Polvo para susp. oral	['Argentina']	Amoxicilina + clavulánico ácido	['oral']	GRINSIL CLAV DUO	400 mg/57 mg/5 ml Polvo para susp. oral
11688	V03AN01	['GRUPO LINDE GAS ARGENTINA S.A.']	['gas para inhalación']	OXIGENO MEDICINAL LINDE GAS 99,5 ml/100 ml Gas para inhal.	['Argentina']	Oxígeno	['inhalatoria']	OXIGENO MEDICINAL LINDE GAS	99,5 ml/100 ml Gas para inhal.
11689	L01EA05	['BIOPROFARMA BAGO S.A.']	['comprimido recubierto']	BIOPONIB 15 mg Comp. recub.	['Argentina']	Ponatinib	['oral']	BIOPONIB	15 mg Comp. recub.
11690	A07AX M1	['LAFEDAR S.A.']	['suspensión oral']	FURIDONA 330 mg/100 ml Susp. oral	['Argentina']	Furazolidona, antiinfeccioso intestinal	['oral']	FURIDONA	330 mg/100 ml Susp. oral
11691	J05AG01	['BOEHRINGER INGELHEIM S.A.']	['suspensión oral']	VIRAMUNE 10 mg/1 ml Susp. oral	['Argentina']	Nevirapina	['oral']	VIRAMUNE	10 mg/1 ml Susp. oral
11692	J01CR02 P1	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido recubierto']	CLAVULOX 875 mg/125 mg Comp. recub.	['Argentina']	Amoxicilina + clavulánico ácido	['oral']	CLAVULOX	875 mg/125 mg Comp. recub.
11693	A02BC05	['LABORATORIOS DUNCAN S.A.']	['cápsula gastrorresistente']	DATISAN 20 mg Cáps. gastrorr.	['Argentina']	Esomeprazol	['oral']	DATISAN	20 mg Cáps. gastrorr.
11694	N05BA	['SIEGFRIED S.A.']	['comprimido']	VEGESTABIL 5 mg/50 mg Comp.	['Argentina']	Derivados de benzodiazepina	['oral']	VEGESTABIL	5 mg/50 mg Comp.
11695	N03AX09	['GSK BIOPHARMA ARGENTINA S.A.']	['comprimido dispersable']	LAMICTAL 50 mg Comp. dispersable	['Argentina']	Lamotrigina	['oral']	LAMICTAL	50 mg Comp. dispersable
11696	A10BD07	['ROEMMERS S.A.I.C.F.']	['comprimido recubierto']	AGLIPTIN MET 1000 mg + 50 mg Comp. recub.	['Argentina']	Metformina y sitagliptina	['oral']	AGLIPTIN MET	1000 mg + 50 mg Comp. recub.
11697	J01DH51	['HLB PHARMA GROUP S.A.']	['polvo y disolvente para suspensión inyectable']	IMIPENEM/CILASTATINA DOSA 500 mg/500 mg Polvo y disolv. para susp. iny.	['Argentina']	Imipenem y cilastatina	['intramuscular']	IMIPENEM/CILASTATINA DOSA	500 mg/500 mg Polvo y disolv. para susp. iny.
11698	H01AC01	['NOVARTIS ARGENTINA S.A.']	['solución inyectable en cartucho']	OMNITROPE 15 mg/1,5 ml Sol. iny. en cartucho	['Argentina']	Somatropina	['subcutánea']	OMNITROPE	15 mg/1,5 ml Sol. iny. en cartucho
11699	N02AX02	['FINADIET S.A.I.C.F.E.I.']	['solución inyectable']	CALMADOR 100 mg/2 ml Sol. iny.	['Argentina']	Tramadol	['intramuscular']	CALMADOR	100 mg/2 ml Sol. iny.
11700	L01EN01	['JANSSEN CILAG FARMACEUTICA S.A.']	['comprimido recubierto']	BALVERSA 3 mg Comp. recub.	['Argentina']	Erdafitinib	['oral']	BALVERSA	3 mg Comp. recub.
11701	S01XA20	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['solución oftálmica']	LIQUIPRIN 30 mg/1 ml Sol. oftálmica	['Argentina']	Lágrimas artificiales y otros preparados inertes	['oftálmica']	LIQUIPRIN	30 mg/1 ml Sol. oftálmica
11702	V07AB M1	['TECSOLPAR S.A.']	['solución inyectable']	AGUA ESTERIL PARA INYECTABLES TECSOLPAR 100 ml/100 ml Sol. iny.	['Argentina']	Agua para inyección	['intravenosa']	AGUA ESTERIL PARA INYECTABLES TECSOLPAR	100 ml/100 ml Sol. iny.
11703	J01GB06	['DRAWER S.A.']	['solución inyectable']	AMICACINA DRAWER 500 mg/2 ml Sol. iny.	['Argentina']	Amikacina	['intramuscular']	AMICACINA DRAWER	500 mg/2 ml Sol. iny.
11704	C10BA02	['ROEMMERS S.A.I.C.F.']	['comprimido recubierto']	VASOTENAL EZ 20/10 20 mg/10 mg Comp. recub.	['Argentina']	Simvastatina y ezetimiba	['oral']	VASOTENAL EZ	20/10 20 mg/10 mg Comp. recub.
11705	C03DA04	['IVAX ARGENTINA S.A.']	['comprimido']	SUFICARD 25 mg Comp.	['Argentina']	Eplerenona	['oral']	SUFICARD	25 mg Comp.
11706	C10AC01	['LABORATORIOS TEMIS LOSTALO S.A.']	['polvo para suspensión oral en sobre']	NIVELIPOL RESINA 4 g/1 sobre Polvo para susp. oral en sobre	['Argentina']	Colestiramina	['oral']	NIVELIPOL RESINA	4 g/1 sobre Polvo para susp. oral en sobre
11707	L01BC07	['LABORATORIOS IMA S.A.I.C.']	['liofilizado para suspensión inyectable']	AZZA 100 mg Liof. para susp. iny.	['Argentina']	Azacitidina	['intravenosa']	AZZA	100 mg Liof. para susp. iny.
11708	J01CR02 P1	['SAVANT PHARM S.A.']	['comprimido recubierto']	FABAMOX DUO 875 mg/125 mg Comp. recub.	['Argentina']	Amoxicilina + clavulánico ácido	['oral']	FABAMOX DUO	875 mg/125 mg Comp. recub.
11709	A10BH02	['DR LAZAR Y CIA. S.A. QUIMICA E INDUSTRIAL']	['comprimido']	CARFLAX 50 mg Comp.	['Argentina']	Vildagliptina	['oral']	CARFLAX	50 mg Comp.
11710	L01CX M1	['GP PHARM S.A.']	['solución inyectable']	ABNOVA VISCUM FRAXINI 20 mg/1 ml Sol. iny.	['Argentina']	Viscum album	['subcutánea']	ABNOVA VISCUM FRAXINI	20 mg/1 ml Sol. iny.
11711	L01EB02	['LABORATORIO ECZANE PHARMA S.A.']	['comprimido recubierto']	ERLOTINIB ECZANE 25 mg Comp. recub.	['Argentina']	Erlotinib	['oral']	ERLOTINIB ECZANE	25 mg Comp. recub.
11712	A02BC06	['LABORATORIOS BERNABO S.A.']	['cápsula dura de liberación prolongada']	DEXOGASTEC 60 mg Cáps. LP	['Argentina']	Dexlansoprazol	['oral']	DEXOGASTEC	60 mg Cáps. LP
11713	N05BA05	['FINADIET S.A.I.C.F.E.I.']	['comprimido']	TENCILAN 10 mg Comp.	['Argentina']	Clorazepato de potasio	['oral']	TENCILAN	10 mg Comp.
11714	M03BX02	['NOVARTIS ARGENTINA S.A.']	['comprimido']	SIRDALUD 2 mg Comp.	['Argentina']	Tizanidina	['oral']	SIRDALUD	2 mg Comp.
11715	J02AA01	['LABORATORIOS RICHET S.A.']	['polvo para solución inyectable']	ANFOTERICINA RICHET 50 mg Polvo para sol. iny.	['Argentina']	Amfotericina B	['intravenosa']	ANFOTERICINA RICHET	50 mg Polvo para sol. iny.
11716	N06AA09	['CRAVERI S.A.I.C.']	['comprimido recubierto']	TRYPTALGIN 25 mg Comp. recub.	['Argentina']	Amitriptilina	['oral']	TRYPTALGIN	25 mg Comp. recub.
11717	G04BD08	['GADOR S.A.']	['comprimido recubierto']	VESICARE 10 mg Comp. recub.	['Argentina']	Solifenacina	['oral']	VESICARE	10 mg Comp. recub.
11718	L01AA06	['HLB PHARMA GROUP S.A.']	['liofilizado para solución inyectable']	IFOSFAMIDA MR PHARMA 1 g Polvo liof. para sol. iny.	['Argentina']	Ifosfamida	['intravenosa']	IFOSFAMIDA MR PHARMA	1 g Polvo liof. para sol. iny.
11719	B02AA02	['QUIMICA ARISTON S.A.I.C.I.F.']	['solución inyectable']	AROTRAN 100 mg/ml Sol. Iny.	['Argentina']	Tranexámico ácido	['intramuscular']	AROTRAN	100 mg/ml Sol. Iny.
11720	J01CA20 P3	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['comprimido recubierto']	NOBACTAM BRONQUIAL 30 mg/500 mg Comp. recub.	['Argentina']	Amoxicilina + ambroxol	['oral']	NOBACTAM BRONQUIAL	30 mg/500 mg Comp. recub.
11721	A12AA04	['QUIMICA ARISTON S.A.I.C.I.F.']	['comprimido']	CALCIONAL 500 mg Comp.	['Argentina']	Calcio carbonato, suplem. mineral	['oral']	CALCIONAL	500 mg Comp.
11722	A03FA08	['ROEMMERS S.A.I.C.F.']	['comprimido']	ROGASTRIL 1 mg Comp.	['Argentina']	Cinitaprida	['oral']	ROGASTRIL	1 mg Comp.
11723	N02CC02	['GSK BIOPHARMA ARGENTINA S.A.']	['comprimido recubierto']	NARAMIG 2,5 mg Comp. recub.	['Argentina']	Naratriptán	['oral']	NARAMIG	2,5 mg Comp. recub.
11724	S01AE07	['DENVER FARMA S.A.']	['solución oftálmica']	MOXIDROP 5 mg/1 ml Sol. oftálmica	['Argentina']	Moxifloxacino oftálmico	['oftálmica']	MOXIDROP	5 mg/1 ml Sol. oftálmica
11725	L01FG02	['MONTE VERDE S.A.']	['concentrado para solución para perfusión']	CYRAMZA 10 mg/1 ml Concentr. para sol. para perfus.	['Argentina']	Ramucirumab	['intravenosa']	CYRAMZA	10 mg/1 ml Concentr. para sol. para perfus.
11726	P03AC54	['LABORATORIOS MONSERRAT Y ECLAIR S.A.']	['emulsión']	FRIPI BENCIL 11,4 g/2 g/2,5 g/100 g Emulsión	['Argentina']	Permetrina, asociaciones	['vía tópica']	FRIPI BENCIL	11,4 g/2 g/2,5 g/100 g Emulsión
11727	J02AC01	['LAFEDAR S.A.']	['comprimido']	FLUCOLAF 150 mg Comp.	['Argentina']	Fluconazol	['oral']	FLUCOLAF	150 mg Comp.
11728	A02BC01	['WUNDER PHARM S.R.L.']	['cápsula dura']	OMEFAR 40 mg Cáps. dura	['Argentina']	Omeprazol	['oral']	OMEFAR	40 mg Cáps. dura
11729	M01AE01	['BALIARDA S.A.']	['comprimido recubierto']	VEFREN BALIARDA 400 mg Comp. recub.	['Argentina']	Ibuprofeno	['oral']	VEFREN BALIARDA	400 mg Comp. recub.
11730	J01CA01	['LABORATORIOS FABRA S.A.']	['polvo para solución inyectable']	AMPIGEN SIMPLE 250 mg Polvo para sol. iny.	['Argentina']	Ampicilina	['intramuscular']	AMPIGEN SIMPLE	250 mg Polvo para sol. iny.
11731	V03AN04	['AIR LIQUIDE ARGENTINA S.A.']	['gas para inhalación']	NITROGENO MEDICINAL AIR LIQUIDE 99,5 ml/100 ml Gas para inhal.	['Argentina']	Nitrógeno	['vía tópica']	NITROGENO MEDICINAL AIR LIQUIDE	99,5 ml/100 ml Gas para inhal.
11732	J01CE08	['LABORATORIOS RICHET S.A.']	['suspensión inyectable']	PENICILINA G BENZATINICA RICHET 1200000 UI/5 ml Susp. iny.	['Argentina']	Bencilpenicilina benzatina	['intramuscular']	PENICILINA G BENZATINICA RICHET	1200000 UI/5 ml Susp. iny.
11733	C10BA05	['CRAVERI S.A.I.C.']	['comprimido']	PLAN DUO 10 mg/10 mg Comp.	['Argentina']	Atorvastatina y ezetimiba	['oral']	PLAN DUO	10 mg/10 mg Comp.
11734	A02BA02	['LABORATORIOS FABRA S.A.']	['solución inyectable']	VINGIONAL 25 mg/1 ml Sol. iny.	['Argentina']	Ranitidina	['intramuscular']	VINGIONAL	25 mg/1 ml Sol. iny.
11735	C09DA03 P1	['MONTE VERDE S.A.']	['comprimido recubierto']	ALPERTAN D 12,5 mg/320 mg Comp. recub.	['Argentina']	Valsartán + hidroclorotiazida	['oral']	ALPERTAN D	12,5 mg/320 mg Comp. recub.
11736	B03XA01 M1	['BIOSIDUS S.A.']	['polvo y disolvente para solución inyectable']	HEMAX 10000 UI Polvo y disolv. para sol. iny.	['Argentina']	Epoetina alfa	['intravenosa']	HEMAX	10000 UI Polvo y disolv. para sol. iny.
11737	L01CD01	['LABORATORIOS ASPEN S.A.']	['solución inyectable']	PACLIKEBIR 150 mg/25 ml Sol. iny.	['Argentina']	Paclitaxel	['intravenosa']	PACLIKEBIR	150 mg/25 ml Sol. iny.
11738	C08CA01	['SANT GALL FRIBURG Q.C.I.S.R.L.']	['comprimido']	VERODIPIN 10 mg Comp.	['Argentina']	Amlodipino	['oral']	VERODIPIN	10 mg Comp.
11739	J02AC03	['LABORATORIOS RICHET S.A.']	['comprimido recubierto']	VORICONAZOL RICHET 200 mg Comp. recub.	['Argentina']	Voriconazol	['oral']	VORICONAZOL RICHET	200 mg Comp. recub.
11740	C10AA07	['BIOTENK S.A.']	['comprimido recubierto']	ROSTAN 20 mg Comp. recub.	['Argentina']	Rosuvastatina	['oral']	ROSTAN	20 mg Comp. recub.
11741	R01AD09	['FORTBENTON CO. LABORATORIES S.A.']	['solución para pulverización nasal']	METASON MINI 50 mg/100 g Spray nasal	['Argentina']	Mometasona nasal	['nasal']	METASON MINI	50 mg/100 g Spray nasal
11742	A01AD11	['LABORATORIOS BERNABO S.A.']	['colutorio']	BUCHEX FORTE 150 mg/100 mg/100 ml Colutorio	['Argentina']	Varios, otros estomatológicos	['bucofaríngea']	BUCHEX FORTE	150 mg/100 mg/100 ml Colutorio
11743	A05AA02	['HLB PHARMA GROUP S.A.']	['comprimido recubierto']	URIGESIC 500 mg Comp. recub.	['Argentina']	Ursodeoxicólico ácido	['oral']	URIGESIC	500 mg Comp. recub.
11744	N07XX14	['GOBBI NOVAG S.A.']	['solución inyectable para perfusión']	EDARANOVAG 30 mg/20 ml Sol. para infus.	['Argentina']	Edaravona	['intravenosa']	EDARANOVAG	30 mg/20 ml Sol. para infus.
11745	G04BE03	['INSTITUTO SEROTERAPICO ARGENTINO S.A.I.C.']	['comprimido']	4X4 50 mg Comp.	['Argentina']	Sildenafilo	['oral']		4X4 50 mg Comp.
11746	N02BA01	['LABORATORIOS VENT 3 S.R.L.']	['comprimido masticable']	CARDIOVENT3 100 mg Comp. masticable	['Argentina']	Acetilsalicílico ácido	['oral']		CARDIOVENT3 100 mg Comp. masticable
11747	J02AC01	['GEMINIS FARMACEUTICA S.A.']	['comprimido']	NIMIC 150 150 mg Comp.	['Argentina']	Fluconazol	['oral']	NIMIC	150 150 mg Comp.
11748	M01AB55	['LABORATORIOS BETA S.A.']	['comprimido recubierto']	OXA FORTE 50 mg/50 mg Comp. recub.	['Argentina']	Diclofenaco, asociaciones	['oral']	OXA FORTE	50 mg/50 mg Comp. recub.
11749	M05BA04	['IVAX ARGENTINA S.A.']	['comprimido']	ARENDAL 70 mg Comp.	['Argentina']	Alendrónico ácido	['oral']	ARENDAL	70 mg Comp.
11750	A10AD05	['NOVO NORDISK PHARMA ARGENTINA S.A.']	['suspensión inyectable en pluma precargada']	NOVOMIX 30 FLEXPEN 30 U/70 U/1 ml Susp. iny. en pluma precargada	['Argentina']	Insulina aspart, combinaciones acción intermedia + rápida	['subcutánea']	NOVOMIX	30 FLEXPEN 30 U/70 U/1 ml Susp. iny. en pluma precargada
11751	N06DA02	['LABORATORIOS TEMIS LOSTALO S.A.']	['comprimido recubierto']	CEBROCAL 10 mg Comp. recub.	['Argentina']	Donepezilo	['oral']	CEBROCAL	10 mg Comp. recub.
11752	A02BC01	['SANT GALL FRIBURG Q.C.I.S.R.L.']	['cápsula gastrorresistente']	VEROPRAZOL 20 mg Cáps. gastrorr.	['Argentina']	Omeprazol	['oral']	VEROPRAZOL	20 mg Cáps. gastrorr.
11753	C01BD01	['LABORATORIO INTERNACIONAL ARGENTINO S.A.']	['solución inyectable']	AMIODARONA NORTHIA 150 mg/3 ml Sol. iny.	['Argentina']	Amiodarona	['intravenosa']	AMIODARONA NORTHIA	150 mg/3 ml Sol. iny.
11754	D01AC03	['LABORATORIO EDGARDO JORGE GEZZI']	['polvo para uso externo']	SINAMIDA ECONAZOL FUNGICIDA 1 g/100 g Polvo cutáneo	['Argentina']	Econazol	['vía tópica']	SINAMIDA ECONAZOL FUNGICIDA	1 g/100 g Polvo cutáneo
11755	C09DX04	['LABORATORIOS RICHMOND S.A.C.I.F.']	['comprimido recubierto']	HIPERVAL PLUS 49 mg/51 mg Comp. recub.	['Argentina']	Valsartán y sacubitril	['oral']	HIPERVAL PLUS	49 mg/51 mg Comp. recub.
11756	C05CA53 P1	['LABORATORIOS BAGO S.A.']	['comprimido recubierto']	FLEBOTROPIN 450 mg/50 mg Comp. recub.	['Argentina']	Diosmina + hesperidina	['oral']	FLEBOTROPIN	450 mg/50 mg Comp. recub.
11757	N06BA04	['SIDUS S.A.']	['comprimido']	MFD 10 mg Comp.	['Argentina']	Metilfenidato	['oral']	MFD	10 mg Comp.
11758	M01AB55 P4	['SAVANT PHARM S.A.']	['comprimido recubierto']	FLEXIPLEN PLUS 50 mg/4 mg Comp. recub.	['Argentina']	Diclofenaco + pridinol	['oral']	FLEXIPLEN PLUS	50 mg/4 mg Comp. recub.
11759	N03AF01	['LABORATORIOS FABRA S.A.']	['comprimido']	CARBAMAZEPINA FABRA 200 mg Comp.	['Argentina']	Carbamazepina	['oral']	CARBAMAZEPINA FABRA	200 mg Comp.
11760	D04AB01	['OXAPHARMA S.A.']	['jalea']	LIDOXA 2 g/100 g Jalea	['Argentina']	Lidocaína tópica	['cutáneo']	LIDOXA	2 g/100 g Jalea
11761	N06BA04	['IVAX ARGENTINA S.A.']	['comprimido de liberación prolongada']	METICIL 54 mg Comp. LP	['Argentina']	Metilfenidato	['oral']	METICIL	54 mg Comp. LP
11762	A10BA02	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['comprimido recubierto']	REDUGLUC 1000 1000 mg Comp. recub.	['Argentina']	Metformina	['oral']	REDUGLUC	1000 1000 mg Comp. recub.
